,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt,Sentiment Score
2012-02-24,757.06,826.922,2277.743,863.084,2153.18,1573.82,1067.56,805.3709,-0.091488
2012-02-27,757.959,826.656,2285.999,864.086,2154.65,1565.16,1056.51,806.4865,-0.089802
2012-02-28,760.081,823.802,2287.976,865.342,2156.85,1571.22,1068.82,807.3062,-0.082063
2012-02-29,756.425,810.936,2287.149,866.836,2158.44,1567.67,1079.44,808.0407,-0.08328
2012-03-01,761.312,815.217,2282.531,867.287,2159.64,1570.58,1076.42,809.8486,-0.09084
2012-03-02,758.551,802.419,2290.844,867.77,2160.57,1561.54,1079.94,813.3313,-0.069556
2012-03-05,755.354,803.645,2287.927,866.328,2161.42,1554.08,1065.3,813.062,-0.034276
2012-03-06,743.343,787.089,2290.061,861.204,2160.05,1513.86,1041.2,811.3181,-0.037972
2012-03-07,748.807,795.948,2286.592,862.143,2159.78,1515.1,1037.71,810.3318,-0.039112
2012-03-08,756.339,806.338,2282.404,863.541,2161.38,1548.16,1052.69,812.3696,-0.031952
2012-03-09,759.425,817.002,2280.784,864.515,2163.03,1544.13,1060.01,813.8746,-0.040064
2012-03-12,759.132,814.286,2283.289,865.299,2163.74,1540.16,1050.5,815.3763,-0.026502
2012-03-13,772.98,831.227,2275.012,866.182,2164.37,1556.73,1066.54,817.0372,-0.042337
2012-03-14,771.625,823.403,2258.499,866.585,2165.86,1553.96,1066.83,815.4851,-0.030195
2012-03-15,776.419,831.463,2260.568,865.64,2166.32,1565.87,1065.45,814.2272,-0.013204
2012-03-16,777.134,830.183,2261.822,865.697,2166.89,1581.0,1063.34,813.7014,-0.012602
2012-03-19,780.088,837.77,2254.49,866.2,2168.58,1586.11,1061.31,813.5004,0.003276
2012-03-20,777.365,829.243,2256.039,865.409,2168.39,1569.05,1049.79,812.6568,-0.004373
2012-03-21,776.147,829.924,2266.24,866.097,2168.87,1559.97,1047.62,812.7915,-0.012613
2012-03-22,770.273,821.436,2267.462,865.152,2168.98,1553.81,1040.58,812.2193,-0.007012
2012-03-23,772.925,830.033,2271.791,865.015,2169.46,1556.76,1041.96,811.5598,-0.006327
2012-03-26,783.642,846.129,2271.922,865.799,2171.22,1569.73,1044.31,811.9014,0.00743
2012-03-27,781.293,839.976,2278.425,866.626,2172.83,1573.84,1055.42,811.9746,-0.011125
2012-03-28,777.305,834.446,2277.451,866.559,2173.75,1558.22,1043.9,812.7085,-0.018216
2012-03-29,776.208,832.221,2280.843,865.617,2174.21,1542.83,1032.6,811.8806,-0.008004
2012-03-30,778.92,830.301,2273.614,866.016,2174.72,1553.46,1041.45,810.8703,-0.008007
2012-04-02,784.667,840.626,2276.115,866.598,2175.28,1570.08,1047.72,811.2211,0.012449
2012-04-03,781.99,834.804,2266.266,866.929,2175.74,1559.16,1055.63,811.1679,-0.004635
2012-04-04,773.717,820.384,2269.5,866.248,2176.39,1512.53,1037.33,810.5769,0.000668
2012-04-05,773.133,818.183,2274.712,865.831,2176.18,1509.02,1037.26,810.0607,-0.000832
2012-04-09,764.271,803.464,2287.683,864.077,2176.5,1505.19,1026.29,810.7815,-0.007067
2012-04-10,750.624,784.151,2290.93,862.596,2176.25,1481.99,1016.17,810.8494,-0.004999
2012-04-11,756.564,796.594,2284.941,862.039,2175.2,1486.73,1016.21,809.7932,0.001964
2012-04-12,767.382,808.587,2283.905,863.63,2175.9,1506.27,1024.9,811.4827,-0.02408
2012-04-13,757.97,796.293,2291.048,864.322,2176.64,1488.02,1027.31,812.3557,-0.032939
2012-04-16,757.484,798.078,2294.588,864.829,2177.36,1486.07,1020.0,812.5523,-0.008253
2012-04-17,769.139,810.631,2291.351,866.341,2178.57,1509.39,1020.08,813.0056,0.001907
2012-04-18,766.149,803.316,2294.163,866.689,2179.63,1508.23,1023.75,813.3316,0.012072
2012-04-19,762.007,798.903,2297.168,867.11,2181.23,1502.34,1023.49,814.2348,0.023029
2012-04-20,762.825,804.051,2294.887,867.569,2182.53,1511.15,1021.51,815.9265,0.013028
2012-04-23,756.208,791.851,2298.781,867.296,2182.94,1481.26,1007.96,816.3879,-0.000343
2012-04-24,758.692,798.047,2295.358,868.676,2183.97,1494.9,1011.13,816.2143,-0.022346
2012-04-25,769.369,812.121,2293.657,870.844,2185.65,1504.32,1011.54,817.4553,-0.014716
2012-04-26,774.665,818.333,2296.622,871.53,2186.66,1513.11,1015.94,818.1641,-0.008335
2012-04-27,776.781,825.467,2300.379,873.402,2188.58,1521.38,1019.5,819.8817,-0.005766
2012-04-30,773.505,816.876,2302.664,874.878,2191.08,1516.21,1026.02,821.9295,0.01905
2012-05-01,777.756,815.895,2299.097,877.025,2192.71,1512.74,1025.56,822.6677,0.020952
2012-05-02,776.121,818.598,2305.375,877.683,2194.32,1504.56,1029.83,824.6936,0.01922
2012-05-03,769.442,806.595,2307.161,878.821,2196.9,1503.67,1024.27,826.4151,0.009286
2012-05-04,757.094,791.844,2312.236,879.476,2198.11,1483.87,1012.96,826.6773,-0.000375
2012-05-07,757.445,793.809,2312.241,879.617,2198.51,1471.98,1001.85,825.883,-0.021276
2012-05-08,754.223,793.065,2316.423,879.579,2199.36,1454.15,992.55,825.4572,-0.032811
2012-05-09,749.388,788.924,2313.489,878.475,2198.72,1440.42,977.9,822.8424,-0.05817
2012-05-10,751.22,791.75,2311.661,879.282,2200.14,1446.19,980.69,822.1305,-0.058671
2012-05-11,749.024,790.06,2315.76,879.312,2201.08,1444.52,971.01,820.5369,-0.081975
2012-05-14,740.535,778.946,2317.377,877.547,2202.05,1418.66,952.0,817.0812,-0.13945
2012-05-15,736.3,777.362,2315.885,876.497,2201.15,1402.7,946.1,814.5748,-0.175982
2012-05-16,732.866,772.105,2312.638,874.095,2198.47,1385.67,924.26,809.9281,-0.178992
2012-05-17,720.782,754.335,2313.644,868.461,2186.56,1378.79,920.78,807.6548,-0.190836
2012-05-18,715.026,747.208,2306.417,865.683,2185.33,1356.9,906.61,804.0935,-0.197254
2012-05-21,727.177,764.642,2302.512,862.934,2182.91,1364.43,913.39,804.9471,-0.220563
2012-05-22,727.677,759.627,2295.231,864.849,2182.88,1384.17,919.28,805.7468,-0.204331
2012-05-23,729.145,765.165,2302.671,863.121,2180.35,1345.65,896.96,804.5433,-0.201821
2012-05-24,730.159,766.572,2297.16,863.17,2179.07,1354.4,902.09,802.2172,-0.209721
2012-05-25,728.72,766.406,2299.182,863.566,2178.71,1350.38,902.13,801.4531,-0.206418
2012-05-29,736.963,777.164,2301.911,865.648,2179.44,1365.02,921.71,801.7238,-0.179522
2012-05-30,725.894,762.004,2311.764,864.683,2178.13,1339.0,907.88,801.1309,-0.179776
2012-05-31,724.118,761.822,2315.989,864.316,2176.27,1332.89,906.3,799.9378,-0.175146
2012-06-01,705.806,737.421,2324.174,860.247,2172.82,1312.34,893.86,799.1144,-0.205542
2012-06-04,705.305,737.241,2316.907,858.699,2172.32,1308.01,882.46,798.8938,-0.272336
2012-06-05,710.006,746.087,2312.659,856.669,2167.14,1314.44,886.41,802.4761,-0.275209
2012-06-06,726.341,765.17,2305.168,860.199,2167.1,1341.84,902.57,806.4156,-0.269918
2012-06-07,725.793,760.34,2308.21,864.008,2170.43,1361.94,913.18,809.6361,-0.262087
2012-06-08,731.591,769.19,2309.89,864.582,2173.1,1344.48,905.17,810.9312,-0.260252
2012-06-11,721.782,751.006,2316.556,866.304,2175.34,1355.92,914.87,810.8715,-0.249569
2012-06-12,730.103,761.533,2307.715,865.068,2174.97,1355.34,913.0,812.043,-0.246481
2012-06-13,724.482,752.38,2315.6,866.064,2175.68,1363.06,919.47,814.1934,-0.242091
2012-06-14,731.973,762.342,2315.454,866.645,2175.85,1360.75,913.54,815.2395,-0.245475
2012-06-15,739.459,771.32,2320.677,867.987,2176.68,1375.59,925.22,817.2791,-0.246879
2012-06-18,741.069,772.532,2322.323,869.397,2177.49,1380.42,934.06,818.9566,-0.255285
2012-06-19,748.476,786.427,2320.59,873.239,2179.15,1400.77,943.44,820.7021,-0.25282
2012-06-20,747.341,784.051,2321.513,875.759,2181.93,1411.88,948.27,821.3013,-0.236461
2012-06-21,730.349,764.835,2327.852,877.007,2184.32,1396.21,932.36,820.7959,-0.232786
2012-06-22,735.463,775.157,2321.801,876.564,2185.41,1379.85,917.18,820.1831,-0.238078
2012-06-25,723.531,761.896,2330.639,875.895,2186.45,1362.37,904.15,819.9526,-0.235653
2012-06-26,727.209,765.016,2327.817,876.366,2186.88,1358.99,906.85,819.2785,-0.243412
2012-06-27,733.562,776.242,2329.116,877.655,2188.0,1373.42,913.17,819.7494,-0.225673
2012-06-28,732.168,775.887,2333.725,878.577,2189.0,1373.62,906.71,820.0305,-0.219595
2012-06-29,750.611,798.487,2327.244,881.703,2191.0,1423.38,937.35,821.9711,-0.207023
2012-07-02,752.753,807.943,2341.004,883.832,2193.06,1431.87,941.4,825.8206,-0.216338
2012-07-03,757.888,818.486,2336.166,885.033,2194.29,1445.28,956.77,828.8727,-0.224657
2012-07-05,754.727,817.433,2341.367,885.991,2196.06,1429.12,955.18,831.5103,-0.203769
2012-07-06,747.385,807.142,2348.659,886.561,2197.12,1413.83,946.01,832.2215,-0.204652
2012-07-09,745.903,804.801,2353.86,887.126,2199.31,1403.07,935.66,832.9476,-0.192507
2012-07-10,739.585,795.174,2357.933,888.284,2202.33,1405.56,934.25,834.0555,-0.185913
2012-07-11,739.215,792.262,2359.925,889.013,2204.13,1405.58,932.38,836.4325,-0.192277
2012-07-12,735.738,789.62,2363.819,888.211,2205.13,1385.21,914.07,838.1455,-0.210643
2012-07-13,747.684,800.994,2364.436,888.354,2206.59,1402.86,926.13,840.5453,-0.230348
2012-07-16,745.752,796.663,2372.256,889.058,2208.06,1407.06,926.73,844.2971,-0.229041
2012-07-17,751.165,799.446,2370.892,889.631,2209.21,1403.0,933.14,846.9741,-0.239631
2012-07-18,756.045,805.055,2378.658,891.14,2209.85,1417.29,930.9,847.6161,-0.258343
2012-07-19,758.102,802.165,2378.612,893.002,2210.6,1434.68,941.13,847.984,-0.255547
2012-07-20,750.383,791.541,2385.464,893.272,2211.66,1408.83,936.87,849.3532,-0.251655
2012-07-23,743.377,778.9,2386.881,891.826,2210.77,1373.74,912.47,846.0799,-0.236571
2012-07-24,736.396,767.751,2391.274,891.807,2211.71,1366.68,909.43,843.2827,-0.261111
2012-07-25,736.451,769.315,2391.312,891.48,2211.55,1363.52,905.65,842.6964,-0.262929
2012-07-26,748.245,777.11,2390.379,892.763,2212.53,1402.63,916.44,844.7598,-0.274791
2012-07-27,762.609,796.001,2379.373,894.229,2213.55,1426.25,941.76,847.2193,-0.274021
2012-07-30,761.979,791.583,2390.101,896.729,2215.1,1437.95,948.97,850.5889,-0.29635
2012-07-31,758.603,786.943,2392.885,898.794,2216.66,1438.57,952.49,853.4074,-0.298067
2012-08-01,755.911,771.029,2388.216,899.859,2217.36,1438.1,954.22,855.1539,-0.289135
2012-08-02,750.503,768.598,2395.971,900.054,2217.7,1417.45,944.94,856.9285,-0.291346
2012-08-03,764.751,788.479,2384.406,901.443,2218.99,1447.88,952.79,858.4445,-0.281686
2012-08-06,766.764,794.345,2390.472,903.188,2220.64,1466.27,967.44,861.0346,-0.255297
2012-08-07,771.028,801.339,2382.06,904.376,2221.75,1476.53,967.85,861.3388,-0.243087
2012-08-08,771.508,800.163,2380.791,904.645,2222.73,1475.64,970.6,862.0987,-0.23404
2012-08-09,772.034,802.901,2379.999,904.552,2223.46,1477.82,979.28,860.7758,-0.224518
2012-08-10,773.663,801.549,2385.501,903.778,2224.05,1474.23,979.25,859.5845,-0.221831
2012-08-13,772.607,799.487,2384.117,904.223,2225.36,1472.25,972.59,860.0174,-0.180107
2012-08-14,772.431,796.882,2375.125,903.867,2225.81,1475.38,977.25,858.5687,-0.169333
2012-08-15,773.739,804.259,2364.273,903.11,2226.51,1469.5,974.23,857.035,-0.173544
2012-08-16,779.348,813.076,2360.812,902.754,2228.04,1483.6,975.82,856.2483,-0.156555
2012-08-17,780.918,819.889,2364.53,903.222,2230.16,1486.39,971.05,856.4229,-0.143774
2012-08-20,780.693,816.506,2366.609,904.278,2231.31,1485.61,969.21,856.5881,-0.092494
2012-08-21,778.324,815.357,2369.374,905.597,2233.84,1501.46,975.46,857.484,-0.108774
2012-08-22,778.454,812.563,2381.192,906.426,2234.84,1486.65,969.43,860.1797,-0.101615
2012-08-23,772.408,806.001,2387.365,907.029,2235.06,1495.65,974.09,861.1474,-0.107188
2012-08-24,777.111,809.186,2385.468,907.158,2235.93,1484.79,965.47,861.8896,-0.125404
2012-08-27,776.614,810.403,2390.666,908.087,2237.34,1487.78,960.86,862.6355,-0.144708
2012-08-28,776.365,814.282,2392.752,908.359,2238.43,1482.19,956.76,863.3226,-0.113218
2012-08-29,777.057,817.835,2389.947,908.891,2240.07,1478.01,952.91,863.2469,-0.099563
2012-08-30,771.108,808.639,2394.065,909.19,2240.69,1463.96,944.39,863.0824,-0.085961
2012-08-31,775.065,812.087,2402.451,909.632,2241.58,1472.51,947.33,863.858,-0.065274
2012-09-04,774.858,822.139,2401.415,910.655,2243.49,1461.69,947.37,865.8851,-0.058655
2012-09-05,774.115,821.231,2400.081,911.375,2244.75,1459.7,939.51,866.9433,-0.063408
2012-09-06,789.89,837.946,2391.007,913.257,2246.36,1484.75,950.45,868.6905,-0.067936
2012-09-07,793.332,842.267,2394.304,916.384,2249.05,1514.0,968.82,870.7996,-0.082059
2012-09-10,788.56,839.365,2393.99,918.048,2250.92,1510.71,969.97,872.3106,-0.077022
2012-09-11,790.907,841.912,2394.967,919.574,2253.0,1519.27,973.09,874.2329,-0.083599
2012-09-12,792.72,845.116,2389.075,922.532,2256.0,1529.43,978.48,874.6637,-0.085962
2012-09-13,805.086,856.122,2390.441,923.811,2258.15,1531.29,982.0,874.5048,-0.088885
2012-09-14,809.009,864.697,2385.238,927.486,2261.15,1569.91,1014.07,874.1208,-0.083932
2012-09-17,805.805,858.9,2393.106,928.291,2263.49,1563.51,1012.63,875.2452,-0.046374
2012-09-18,804.459,856.928,2397.464,928.908,2264.47,1552.9,1006.84,874.7778,-0.063498
2012-09-19,805.671,856.077,2402.18,929.155,2265.07,1562.79,1009.44,875.5263,-0.06144
2012-09-20,804.677,851.511,2403.083,928.211,2265.66,1545.77,998.27,875.4609,-0.058756
2012-09-21,804.709,855.513,2405.309,927.799,2266.42,1556.06,1006.6,875.7179,-0.057664
2012-09-24,802.697,851.763,2411.07,926.689,2266.91,1544.78,1004.37,876.245,-0.011696
2012-09-25,793.858,839.117,2414.688,925.423,2266.72,1553.91,1001.85,875.4172,-0.001824
2012-09-26,789.329,833.926,2421.122,920.276,2266.63,1516.99,990.37,875.1423,0.021228
2012-09-27,797.016,843.536,2418.031,921.941,2265.93,1526.25,998.36,876.5713,0.015272
2012-09-28,793.738,837.45,2419.596,922.202,2265.8,1510.76,1002.66,877.5916,0.009543
2012-10-01,795.448,840.31,2424.096,923.774,2266.95,1524.83,1005.08,879.5421,-0.001897
2012-10-02,796.453,840.512,2427.678,923.976,2268.02,1524.9,1006.23,880.8092,-0.019256
2012-10-03,799.283,838.778,2427.935,924.406,2268.62,1517.52,1002.5,882.9083,-0.015694
2012-10-04,805.038,844.651,2425.032,925.663,2269.29,1529.15,1005.52,884.6369,-0.011692
2012-10-05,804.878,842.86,2418.951,926.756,2270.46,1544.98,1009.16,884.8375,-0.003177
2012-10-09,794.041,827.918,2424.238,926.885,2272.14,1514.99,996.59,883.3401,-0.02763
2012-10-10,789.187,826.746,2429.633,926.164,2272.3,1505.03,992.09,883.9077,-0.042352
2012-10-11,789.76,829.778,2435.196,928.074,2273.11,1513.77,995.95,885.4615,-0.043537
2012-10-12,787.182,823.093,2440.156,928.353,2274.54,1512.69,996.7,888.4316,-0.040652
2012-10-15,793.439,828.28,2443.21,930.122,2275.81,1515.87,995.22,891.0767,-0.002097
2012-10-16,801.603,835.436,2440.007,931.632,2276.36,1540.41,1003.35,892.4798,0.026646
2012-10-17,805.038,842.522,2434.872,933.573,2276.83,1559.46,1010.85,893.007,0.032259
2012-10-18,803.331,837.124,2435.642,934.436,2277.23,1563.65,1013.36,893.8234,0.031166
2012-10-19,790.336,820.999,2443.119,933.96,2277.25,1550.49,1006.07,894.042,0.021961
2012-10-22,790.43,820.523,2440.106,934.111,2277.76,1546.46,1007.31,893.1681,0.038535
2012-10-23,779.622,816.198,2441.192,931.656,2276.91,1518.68,996.82,892.22,0.027848
2012-10-24,777.268,813.655,2440.024,931.97,2276.28,1521.24,994.55,891.4252,-0.000297
2012-10-25,779.427,816.817,2433.698,932.152,2275.76,1525.61,999.12,890.5078,0.008776
2012-10-26,778.675,813.254,2441.871,930.888,2273.82,1521.02,990.7,889.2137,0.000797
2012-10-29,778.675,813.254,2447.737,930.49,2274.13,1512.14,990.24,888.8879,-0.000395
2012-10-31,779.35,818.733,2452.053,930.197,2273.59,1522.23,995.33,888.3602,0.011486
2012-11-01,788.705,827.851,2447.231,931.324,2273.87,1531.52,999.63,887.4703,0.011676
2012-11-02,781.15,814.368,2445.339,932.175,2274.59,1530.97,1004.68,887.569,0.015264
2012-11-05,782.941,819.541,2450.995,932.775,2276.06,1520.61,1000.8,889.1718,0.01678
2012-11-06,789.095,825.809,2442.929,933.857,2278.19,1527.31,1006.27,890.0316,0.00076
2012-11-07,770.79,804.522,2452.276,932.977,2278.09,1513.29,1007.45,891.5033,0.010177
2012-11-08,761.388,793.65,2456.656,932.488,2278.23,1503.15,995.31,890.8258,-0.009001
2012-11-09,762.615,795.02,2455.473,929.942,2278.14,1498.43,990.98,890.3768,-0.015025
2012-11-13,759.682,789.014,2454.945,928.899,2275.34,1495.13,982.17,889.726,-0.020196
2012-11-14,748.84,773.204,2453.726,927.953,2274.74,1483.73,980.62,888.9964,-0.023155
2012-11-15,747.461,769.483,2451.053,924.208,2273.22,1479.42,974.33,887.7504,-0.038426
2012-11-16,751.506,776.276,2451.152,923.36,2271.76,1467.33,969.82,887.1498,-0.05541
2012-11-19,766.232,793.058,2447.52,926.193,2272.45,1503.99,977.98,887.7371,-0.013544
2012-11-20,766.994,793.807,2441.712,927.653,2273.25,1503.97,979.49,888.127,-0.000374
2012-11-21,768.938,798.379,2438.764,928.661,2273.44,1507.01,980.84,888.5626,-0.028468
2012-11-23,778.797,807.18,2438.75,929.333,2274.22,1537.31,995.94,889.7364,-0.0185
2012-11-26,777.311,809.018,2443.884,931.068,2275.72,1535.74,995.1,890.2783,0.016364
2012-11-27,773.547,807.739,2446.795,932.676,2276.76,1537.38,996.44,892.7102,0.024946
2012-11-28,779.47,813.501,2449.097,933.179,2277.49,1534.05,991.27,894.0483,0.033031
2012-11-29,783.033,823.204,2448.581,935.646,2278.94,1554.47,1003.79,896.3472,0.030704
2012-11-30,783.37,821.919,2450.039,937.102,2280.66,1555.73,1007.02,897.541,0.017194
2012-12-03,779.723,820.798,2448.839,938.678,2282.75,1562.97,1007.68,897.9806,0.022747
2012-12-04,778.415,822.117,2452.367,939.961,2284.0,1565.76,1007.27,899.5613,0.023117
2012-12-05,779.657,820.597,2453.997,942.936,2285.36,1566.06,1017.37,900.1478,0.01919
2012-12-06,782.312,821.794,2456.005,944.267,2286.44,1569.46,1021.26,901.7455,0.015168
2012-12-07,784.541,822.273,2450.206,945.639,2287.72,1568.05,1024.06,900.7386,0.005328
2012-12-10,785.122,826.261,2452.884,946.677,2289.05,1569.32,1029.06,902.9006,0.00207
2012-12-11,790.059,834.993,2449.199,948.361,2289.91,1578.37,1034.55,902.691,0.003822
2012-12-12,790.304,829.386,2443.328,949.672,2290.79,1583.38,1041.37,902.418,0.004609
2012-12-13,785.353,824.203,2441.377,950.066,2291.43,1583.77,1042.56,902.0061,0.008375
2012-12-14,782.243,823.753,2445.616,949.94,2293.04,1586.21,1042.82,903.2454,0.011316
2012-12-17,791.23,834.999,2439.114,950.358,2293.68,1590.55,1040.02,902.6264,0.023243
2012-12-18,800.421,847.688,2431.202,950.979,2293.78,1602.48,1046.24,901.9809,0.014123
2012-12-19,795.032,847.889,2438.155,951.716,2293.87,1618.92,1053.17,903.0725,0.013057
2012-12-20,799.293,852.494,2439.141,952.009,2294.71,1616.95,1052.68,903.8573,0.005803
2012-12-21,791.862,847.92,2446.616,950.992,2294.91,1606.33,1043.03,904.5208,0.005406
2012-12-24,790.006,844.742,2444.102,951.372,2295.9,1603.24,1043.73,904.9248,-0.036234
2012-12-26,785.92,838.886,2445.733,951.907,2296.57,1606.83,1046.65,905.2582,-0.062931
2012-12-27,785.091,837.399,2453.412,951.978,2297.07,1609.75,1049.45,906.4034,-0.059494
2012-12-28,776.802,832.095,2454.31,951.836,2297.52,1605.82,1055.18,906.4011,-0.071625
2012-12-31,789.898,849.35,2449.563,951.963,2298.59,1604.0,1055.2,906.4765,-0.080835
2013-01-02,809.842,873.419,2442.105,955.933,2300.44,1631.65,1078.16,909.4694,-0.08332
2013-01-03,808.628,872.605,2437.237,957.949,2301.84,1628.1,1082.68,910.9885,-0.083311
2013-01-04,812.877,879.153,2438.349,958.669,2303.36,1633.07,1077.9,911.5678,-0.06944
2013-01-07,810.416,875.799,2442.176,960.261,2305.42,1631.24,1075.76,910.5636,-0.056512
2013-01-08,807.954,874.696,2446.506,961.127,2306.57,1624.48,1069.86,909.6404,-0.072668
2013-01-09,810.476,879.507,2449.267,962.617,2308.16,1631.57,1073.03,908.9697,-0.070856
2013-01-10,816.157,881.239,2445.486,963.625,2309.33,1647.16,1076.99,907.8087,-0.055387
2013-01-11,816.252,880.775,2448.678,964.421,2311.05,1655.98,1073.04,907.3535,-0.061494
2013-01-14,815.734,880.096,2449.823,965.009,2312.81,1653.27,1080.71,907.4164,-0.063296
2013-01-15,817.047,884.604,2451.878,964.352,2314.32,1656.96,1073.48,908.2902,-0.098951
2013-01-16,816.841,882.314,2451.468,964.604,2314.99,1647.4,1071.21,908.9212,-0.113978
2013-01-17,821.612,890.359,2444.995,965.791,2316.34,1655.22,1073.15,908.9878,-0.121226
2013-01-18,824.289,892.8,2449.676,966.621,2317.75,1654.54,1080.74,909.4275,-0.129554
2013-01-22,828.152,899.238,2451.92,967.81,2319.56,1658.93,1079.07,909.9206,-0.12344
2013-01-23,829.216,896.704,2451.59,969.158,2320.87,1655.99,1076.53,910.3721,-0.114475
2013-01-24,829.682,900.191,2450.49,970.052,2321.49,1664.41,1072.26,910.2997,-0.113466
2013-01-25,834.6,905.236,2438.241,970.715,2322.92,1679.88,1069.12,909.9002,-0.10503
2013-01-28,832.965,906.715,2435.923,970.914,2323.93,1676.66,1062.06,909.0956,-0.04788
2013-01-29,836.578,907.313,2434.042,969.242,2323.73,1687.51,1069.88,907.4615,-0.045609
2013-01-30,833.327,896.911,2430.593,967.523,2324.06,1692.54,1068.2,903.7016,-0.033927
2013-01-31,831.739,902.087,2431.985,965.06,2323.04,1687.33,1069.01,900.505,-0.03761
2013-02-01,839.942,911.199,2428.748,965.475,2322.31,1697.38,1072.82,899.0782,-0.044228
2013-02-04,830.434,899.278,2432.723,964.365,2322.83,1674.11,1072.73,897.3188,-0.013343
2013-02-05,838.916,908.215,2427.316,963.382,2322.16,1667.39,1067.61,896.1057,-0.030566
2013-02-06,839.759,911.286,2432.805,963.272,2321.48,1674.7,1063.75,896.2805,-0.04764
2013-02-07,838.196,908.1,2435.215,962.222,2320.85,1661.1,1059.56,897.2401,-0.057322
2013-02-08,843.078,913.67,2434.82,961.812,2320.76,1672.67,1060.87,898.2993,-0.051032
2013-02-11,842.414,913.034,2436.952,962.314,2321.13,1662.5,1058.75,899.3744,-0.043291
2013-02-12,843.877,917.515,2432.139,962.52,2321.3,1680.86,1059.03,898.1947,-0.047946
2013-02-13,844.456,920.578,2428.268,963.986,2322.05,1679.74,1064.88,897.6557,-0.046874
2013-02-14,845.048,923.761,2434.95,964.486,2322.6,1672.63,1065.84,898.291,-0.04119
2013-02-15,844.241,923.151,2433.589,964.992,2323.61,1663.46,1066.52,898.1182,-0.038248
2013-02-19,850.222,932.002,2430.664,965.976,2325.54,1684.06,1063.99,898.7002,-0.000893
