,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2019-07-26,2171.34,1365.567,3025.86,2993.65,3524.47,21658.15,56.2,1418.9,1.1128,88.29
2019-07-27,,,,2994.14,,,,,,
2019-07-28,,,,2994.63,,,,,,
2019-07-29,2174.32,1365.938,3020.97,2996.32,3523.58,21616.8,56.87,1426.8,1.1145,88.53
2019-07-30,2173.33,1364.467,3013.18,2997.29,3462.85,21709.31,58.05,1430.88,1.1155,89.24
2019-07-31,2176.49,1365.851,2980.38,2998.34,3466.85,21521.53,58.58,1413.78,1.1076,88.89
2019-08-01,2190.6,1364.377,2953.56,2998.59,3490.03,21540.99,53.95,1445.18,1.1085,88.89
2019-08-02,2192.69,1360.688,2932.05,2997.22,3376.12,21087.16,55.66,1440.83,1.1108,89.32
2019-08-03,,,,2997.72,,,,,,
2019-08-04,,,,2998.21,,,,,,
2019-08-05,2203.56,1351.069,2844.74,2995.12,3310.93,20720.29,54.69,1463.7,1.1203,87.56
2019-08-06,2204.15,1353.651,2881.77,2995.48,3291.66,20585.31,53.63,1474.42,1.1199,88.53
2019-08-07,2210.01,1350.084,2883.98,2993.38,3309.99,20516.56,51.09,1501.16,1.1199,89.39
2019-08-08,2206.93,1356.541,2938.09,2992.28,3375.38,20593.35,52.54,1500.95,1.118,90.96
2019-08-09,2205.23,1356.12,2918.65,2991.2,3333.74,20684.82,54.5,1496.95,1.12,90.85
2019-08-10,,,,2991.69,,,,,,
2019-08-11,,,,2992.17,,,,,,
2019-08-12,2215.71,1355.462,2883.75,2991.23,3326.55,,54.93,1511.16,1.1214,90.61
2019-08-13,2210.75,1358.015,2926.32,2989.53,3357.16,20455.44,57.1,1501.51,1.1171,90.74
2019-08-14,2220.21,1351.516,2840.6,2986.72,3288.7,20655.13,55.23,1516.36,1.1139,89.36
2019-08-15,2226.25,1351.758,2847.6,2984.03,3282.78,20405.65,54.47,1523.29,1.1107,90.25
2019-08-16,2226.25,1354.094,2888.68,2983.74,3329.08,20418.81,54.87,1513.52,1.109,91.18
2019-08-17,,,,2984.23,,,,,,
2019-08-18,,,,2984.72,,,,,,
2019-08-19,2219.53,1357.674,2923.65,2985.11,3369.19,20563.16,56.21,1495.92,1.1078,91.84
2019-08-20,2224.23,1359.219,2900.51,2985.56,3350.23,20677.22,56.34,1507.2,1.11,91.19
2019-08-21,2222.94,1363.478,2924.43,2985.68,3394.89,20618.57,55.68,1502.65,1.1085,91.57
2019-08-22,2219.02,1365.344,2922.95,2986.25,3373.67,20628.01,55.35,1498.06,1.108,91.99
2019-08-23,2228.11,1363.99,2847.11,2986.49,3334.25,20710.91,54.17,1526.96,1.1144,90.7
2019-08-24,,,,2986.98,,,,,,
2019-08-25,,,,2987.47,,,,,,
2019-08-26,2225.51,1364.894,2878.38,2987.62,3348.84,20261.04,53.64,1527.31,1.1102,91.4
2019-08-27,2232.35,1366.649,2869.16,2988.21,3370.47,20456.08,54.93,1542.81,1.109,91.14
2019-08-28,2235.1,1368.138,2887.94,2988.72,3365.38,20479.42,55.78,1539.01,1.1078,91.44
2019-08-29,2230.85,1370.515,2924.58,2988.95,3411.33,20460.93,56.71,1527.63,1.1057,92.15
2019-08-30,2232.89,1371.137,2926.46,2989.59,3426.76,20704.37,55.1,1520.38,1.0982,92.22
2019-08-31,,1371.181,,2990.1,,,,,,
2019-09-01,,,,2990.59,,,,,,
2019-09-02,2232.89,1371.181,,2991.08,3432.54,20620.19,,1529.29,1.097,
2019-09-03,2236.96,1369.225,2906.27,2990.77,3420.74,20625.16,53.94,1547.1,1.0974,93.14
2019-09-04,2238.57,1371.078,2937.78,2990.69,3450.83,20649.14,56.26,1552.55,1.1035,93.92
2019-09-05,2226.31,1373.43,2976.0,2991.87,3484.7,21085.94,56.3,1519.05,1.1035,93.24
2019-09-06,2229.46,1374.656,2978.71,2992.3,3495.19,21199.57,56.52,1506.82,1.1029,93.45
2019-09-07,,,,2992.79,,,,,,
2019-09-08,,,,2993.27,,,,,,
2019-09-09,2222.15,1376.413,2978.43,2994.02,3495.02,21318.42,57.85,1499.13,1.1048,93.0
2019-09-10,2212.05,1377.639,2979.39,2995.94,3498.99,21392.1,57.4,1485.78,1.1043,92.04
2019-09-11,2210.06,1377.249,3000.93,2998.05,3516.82,21597.76,55.75,1497.2,1.101,92.14
2019-09-12,2204.27,1378.216,3009.57,3000.04,3538.86,21759.61,55.09,1499.26,1.1065,92.63
2019-09-13,2192.49,1376.664,3007.39,3001.72,3550.11,21988.29,54.85,1488.53,1.1073,91.64
2019-09-14,,,,3002.2,,,,,,
2019-09-15,,,,3002.69,,,,,,
2019-09-16,2199.62,1380.294,2997.96,3004.95,3518.45,,62.9,1498.43,1.1001,92.44
2019-09-17,2202.35,1380.218,3005.7,3005.2,3521.26,22001.32,59.34,1501.38,1.1073,93.44
2019-09-18,2205.95,1379.66,3006.73,3004.35,3528.04,21960.71,58.11,1494.0,1.103,93.12
2019-09-19,2208.97,1380.482,3006.79,3003.27,3552.65,22044.45,58.13,1499.03,1.1041,93.45
2019-09-20,2211.7,1380.513,2992.07,3003.78,3571.39,22079.09,58.09,1516.9,1.1017,93.45
2019-09-21,,,,3004.26,,,,,,
2019-09-22,,,,3004.75,,,,,,
2019-09-23,2217.19,1380.731,2991.78,3004.85,3536.97,,58.64,1522.24,1.0993,93.6
2019-09-24,2224.1,1380.569,2966.6,3004.75,3532.05,22098.84,57.29,1531.87,1.102,92.65
2019-09-25,2212.67,1377.625,2984.87,3003.99,3513.03,22020.15,56.49,1504.05,1.0943,92.83
2019-09-26,2218.49,1377.048,2977.62,3003.23,3532.18,22048.24,56.41,1504.78,1.0921,93.61
2019-09-27,2219.97,1375.823,2961.79,3002.72,3545.88,21878.9,55.91,1497.01,1.094,93.09
2019-09-28,,,,3003.21,,,,,,
2019-09-29,,,,3003.69,,,,,,
2019-09-30,2221.0,1375.528,2976.74,3004.05,3569.45,21755.84,54.07,1472.49,1.0899,93.25
2019-10-01,2224.72,1374.585,2940.25,3003.88,3518.25,21885.24,53.62,1479.14,1.0933,92.37
2019-10-02,2228.21,1368.677,2887.61,2999.42,3413.31,21778.61,52.64,1499.45,1.0959,91.98
2019-10-03,2235.38,1367.349,2910.63,2996.19,3417.37,21341.74,52.45,1505.19,1.0965,92.87
2019-10-04,2238.05,1369.509,2952.01,2993.31,3446.71,21410.2,52.81,1504.66,1.0979,93.43
2019-10-05,,,,2993.79,,,,,,
2019-10-06,,,,2994.26,,,,,,
2019-10-07,2233.87,1370.212,2938.79,2992.03,3471.24,21375.25,52.75,1493.5,1.0971,93.23
2019-10-08,2235.18,1367.795,2893.06,2989.11,3432.76,21587.78,52.63,1505.51,1.0957,92.74
2019-10-09,2230.05,1369.396,2919.4,2987.14,3462.11,21456.38,52.59,1505.57,1.0971,92.92
2019-10-10,2222.82,1370.273,2938.13,2983.92,3493.96,21551.98,53.55,1493.99,1.1005,93.07
2019-10-11,2215.03,1373.397,2970.27,2982.41,3569.92,21798.87,54.7,1489.01,1.1042,93.03
2019-10-12,,,,2982.88,,,,,,
2019-10-13,,,,2983.36,,,,,,
2019-10-14,,1374.113,2966.15,2983.84,3556.26,,53.59,1493.21,1.1027,93.07
2019-10-15,2214.49,1376.195,2995.68,2984.21,3598.65,22207.21,52.81,1481.01,1.1033,93.19
2019-10-16,2216.89,1377.447,2989.69,2985.79,3599.25,22472.92,53.36,1490.13,1.1072,93.2
2019-10-17,2216.12,1378.536,2997.95,2986.84,3588.62,22451.86,53.93,1491.87,1.1125,93.81
2019-10-18,2217.23,1378.767,2986.2,2988.34,3579.41,22492.68,53.78,1490.05,1.1167,94.53
2019-10-19,,,,2988.82,,,,,,
2019-10-20,,,,2989.3,,,,,,
2019-10-21,2213.54,1379.578,3006.72,2990.16,3600.08,22548.9,53.31,1484.5,1.115,95.25
2019-10-22,2216.81,1379.787,2995.99,2990.6,3604.82,,54.16,1487.68,1.1125,94.97
2019-10-23,2217.36,1380.444,3004.52,2991.29,3606.89,22625.38,55.97,1492.12,1.113,95.18
2019-10-24,2217.15,1381.344,3010.29,2992.4,3621.37,22750.6,56.23,1503.98,1.1104,94.94
2019-10-25,2213.86,1382.652,3022.55,2991.92,3624.68,22799.81,56.66,1504.63,1.108,94.13
2019-10-26,,,,2992.4,,,,,,
2019-10-27,,,,2992.87,,,,,,
2019-10-28,2209.6,1383.313,3039.42,2992.69,3625.69,22867.27,55.81,1492.51,1.11,93.56
2019-10-29,2211.87,1383.153,3036.89,2991.2,3622.09,22974.13,55.54,1487.72,1.1112,94.13
2019-10-30,2215.86,1381.333,3046.77,2991.35,3620.29,22843.12,55.06,1495.66,1.1151,94.47
2019-10-31,2227.69,1378.722,3037.56,2990.53,3604.41,22927.04,54.18,1512.99,1.1152,94.3
2019-11-01,2224.32,1380.554,3066.91,2991.09,3623.74,22850.77,56.2,1514.34,1.1166,94.28
2019-11-02,,,,2991.56,,,,,,
2019-11-03,,,,2992.04,,,,,,
2019-11-04,2219.05,1383.88,3078.27,2992.1,3665.21,,56.54,1509.82,1.1128,93.62
2019-11-05,2210.56,1383.086,3074.62,2992.33,3676.52,23251.99,57.23,1483.61,1.1075,92.03
2019-11-06,2216.57,1381.829,3076.78,2991.66,3688.74,23303.82,56.35,1490.57,1.1066,92.23
2019-11-07,2205.26,1381.795,3085.18,2992.76,3706.68,23330.32,57.15,1468.48,1.105,91.31
2019-11-08,2204.91,1380.927,3093.08,2994.14,3699.65,23391.87,57.24,1459.0,1.1018,91.09
2019-11-09,,,,2994.6,,,,,,
2019-11-10,,,,2995.07,,,,,,
2019-11-11,,1381.649,3087.01,2995.53,3696.82,23331.84,56.86,1455.86,1.1033,91.29
2019-11-12,2208.51,1381.455,3091.84,2997.21,3712.2,23520.01,56.8,1456.32,1.1009,90.6
2019-11-13,2212.41,1380.182,3094.04,2998.57,3699.5,23319.87,57.12,1463.58,1.1007,91.43
2019-11-14,2218.29,1379.686,3096.63,2999.13,3688.81,23141.55,56.77,1471.4,1.1022,92.14
2019-11-15,2216.74,1379.982,3120.46,2999.91,3711.61,23303.32,57.72,1468.21,1.1051,92.64
2019-11-16,,,,3000.38,,,,,,
2019-11-17,,,,3000.84,,,,,,
2019-11-18,2219.53,1379.869,3122.03,3001.22,3704.92,23416.76,57.05,1471.51,1.1072,93.09
2019-11-19,2221.91,1377.748,3120.18,3001.63,3696.56,23292.65,55.21,1472.46,1.1078,93.25
2019-11-20,2226.22,1376.252,3108.46,3001.2,3683.88,23148.57,57.11,1471.61,1.1073,93.2
2019-11-21,2222.83,1375.711,3103.54,3001.45,3679.66,23038.58,58.58,1464.41,1.1059,91.89
2019-11-22,2223.16,1376.356,3110.29,3001.77,3687.32,23112.88,57.77,1461.93,1.1021,91.55
2019-11-23,,,,3002.23,,,,,,
2019-11-24,,,,3002.7,,,,,,
2019-11-25,2225.53,1378.801,3133.64,3003.62,3707.68,23292.81,58.01,1455.26,1.1014,91.84
2019-11-26,2229.14,1380.766,3140.52,3005.45,3705.55,23373.32,58.41,1461.39,1.1021,93.06
2019-11-27,2226.43,1382.161,3153.63,3006.51,3712.85,23437.77,58.11,1454.44,1.0999,93.5
2019-11-28,,1382.399,,3006.97,3704.48,23409.14,,1456.27,1.1009,
2019-11-29,2226.55,1382.249,3140.98,3007.64,3703.58,23293.91,55.17,1463.98,1.1018,93.07
2019-11-30,,1382.487,,3008.1,,,,,,
2019-12-01,,,,3008.57,,,,,,
2019-12-02,2219.43,1381.414,3113.87,3009.39,3626.66,23529.5,55.96,1462.44,1.1079,91.66
2019-12-03,2233.45,1380.334,3093.2,3009.64,3610.99,23379.81,56.1,1477.61,1.1082,92.25
2019-12-04,2226.21,1383.846,3112.76,3012.85,3660.02,23135.23,58.43,1474.59,1.1078,92.63
2019-12-05,2225.22,1384.901,3117.43,3016.08,3648.13,23300.09,58.43,1476.0,1.1104,92.68
2019-12-06,2221.67,1388.169,3145.91,3020.42,3692.34,23354.4,59.2,1460.17,1.106,92.87
2019-12-07,,,,3020.89,,,,,,
2019-12-08,,,,3021.35,,,,,,
2019-12-09,2223.77,1389.36,3135.96,3023.84,3672.18,23430.7,59.02,1461.68,1.1064,93.05
2019-12-10,2224.21,1391.08,3132.52,3027.1,3671.78,23410.19,59.24,1464.39,1.1092,92.51
2019-12-11,2229.02,1392.779,3141.63,3029.42,3687.45,23391.86,58.76,1474.88,1.113,91.57
2019-12-12,2218.1,1396.448,3168.57,3033.49,3706.35,23424.81,59.18,1469.8,1.113,90.33
2019-12-13,2228.17,1399.531,3168.8,3035.32,3731.07,24023.1,60.07,1476.33,1.1121,90.35
2019-12-14,,,,3035.78,,,,,,
2019-12-15,,,,3036.24,,,,,,
2019-12-16,2221.91,1402.375,3191.45,3040.55,3772.74,23952.35,60.21,1476.18,1.1144,91.0
2019-12-17,2222.81,1405.236,3192.52,3043.22,3745.28,24066.12,60.94,1476.22,1.115,90.14
2019-12-18,2219.75,1408.237,3191.14,3046.58,3739.0,23934.43,60.93,1475.4,1.1114,90.27
2019-12-19,2221.9,1408.712,3205.37,3049.07,3739.17,23864.85,61.22,1478.8,1.1122,91.07
2019-12-20,2221.46,1409.113,3221.22,3050.36,3776.56,23816.63,60.44,1478.22,1.1079,91.57
2019-12-21,,,,3050.88,,,,,,
2019-12-22,,,,3051.34,,,,,,
2019-12-23,2219.8,1409.711,3224.01,3052.27,3776.66,23821.11,60.52,1485.79,1.1089,91.11
2019-12-24,2222.68,1409.807,3223.38,3052.52,3774.39,23830.58,61.11,1499.41,1.1089,91.35
2019-12-25,,,,3052.99,,23782.87,,1499.84,1.1093,
2019-12-26,2223.5,1410.479,3239.91,3053.66,,23924.92,61.68,1511.53,1.1098,91.75
2019-12-27,2228.08,1411.069,3240.02,3054.45,3782.27,23837.72,61.72,1510.56,1.1177,92.04
2019-12-28,,,,3054.91,,,,,,
2019-12-29,,,,3055.38,,,,,,
2019-12-30,2226.8,1411.362,3221.29,3055.4,3748.47,23656.62,61.68,1515.16,1.1199,92.13
2019-12-31,2225.0,1411.387,3230.78,3056.1,3745.15,,61.06,1517.27,1.1213,92.79
2020-01-01,,,,3056.56,,,,1517.29,1.1212,
2020-01-02,2228.19,1413.289,3257.85,3058.17,3793.24,,61.18,1529.13,1.1172,91.7
2020-01-03,2236.95,1414.286,3234.85,3059.62,3773.37,,63.05,1552.2,1.1161,92.27
2020-01-04,,,,3060.09,,,,,,
2020-01-05,,,,3060.56,,,,,,
2020-01-06,2234.05,1415.421,3246.28,3062.27,3752.52,23204.86,63.27,1565.74,1.1197,92.38
2020-01-07,2231.99,1416.346,3237.18,3065.92,3759.25,23575.72,62.7,1574.37,1.1153,91.35
2020-01-08,2226.7,1416.389,3253.05,3068.54,3772.56,23204.76,59.61,1556.42,1.1105,91.63
2020-01-09,2230.06,1416.954,3274.7,3070.51,3795.88,23739.87,59.56,1552.32,1.1106,91.58
2020-01-10,2234.99,1417.959,3265.35,3072.09,3789.52,23850.57,59.04,1562.34,1.1121,92.28
2020-01-11,,,,3072.55,,,,,,
2020-01-12,,,,3073.02,,,,,,
2020-01-13,2233.47,1419.053,3288.13,3074.34,3779.68,,58.08,1547.88,1.1134,93.39
2020-01-14,2236.36,1420.178,3283.15,3075.69,3774.88,24025.17,58.23,1546.39,1.1128,93.04
2020-01-15,2239.58,1421.023,3289.29,3077.44,3768.96,23916.58,57.81,1556.25,1.115,93.88
2020-01-16,2238.33,1421.894,3316.81,3078.56,3774.14,23933.13,58.52,1552.51,1.1137,94.63
2020-01-17,2236.24,1422.097,3329.62,3079.21,3808.26,24041.26,58.54,1557.24,1.1092,94.72
2020-01-18,,,,3079.67,,,,,,
2020-01-19,,,,3080.14,,,,,,
2020-01-20,,1422.819,,3080.61,3799.03,24083.51,,1560.77,1.1095,
2020-01-21,2243.69,1421.733,3320.79,3080.84,3789.12,23864.56,58.34,1558.17,1.1082,95.62
2020-01-22,2245.0,1421.251,3321.75,3081.27,3769.79,24031.35,56.74,1558.78,1.1093,94.98
2020-01-23,2248.15,1418.26,3325.54,3080.77,3736.85,23795.44,55.59,1562.94,1.1055,95.78
2020-01-24,2253.9,1416.084,3295.47,3080.35,3779.16,23827.18,54.19,1571.53,1.1025,95.45
2020-01-25,,,,3080.81,,,,,,
2020-01-26,,,,3081.28,,,,,,
2020-01-27,2259.94,1407.357,3243.63,3076.46,3677.84,23343.51,53.14,1582.06,1.1019,94.99
2020-01-28,2256.83,1412.977,3276.24,3075.3,3719.22,23215.71,53.48,1567.17,1.1022,95.37
2020-01-29,2262.25,1414.516,3273.4,3075.61,3736.36,23379.4,53.33,1576.83,1.101,95.02
2020-01-30,2264.47,1411.519,3283.66,3074.24,3690.78,22977.75,52.14,1574.28,1.1032,95.09
2020-01-31,2267.82,1411.447,3225.52,3073.17,3640.91,23205.18,51.56,1589.16,1.1093,93.93
2020-02-01,,,,3073.63,,,,,,
2020-02-02,,,,3074.1,,,,,,
2020-02-03,2268.43,1412.625,3248.92,3072.28,3661.27,22971.94,50.11,1576.73,1.106,94.24
2020-02-04,2259.86,1415.39,3297.59,3072.37,3732.28,23084.59,49.61,1552.92,1.1044,95.21
2020-02-05,2256.3,1418.193,3334.69,3072.3,3777.84,23319.56,50.75,1556.02,1.0999,95.27
2020-02-06,2258.57,1420.635,3345.78,3072.52,3805.52,23873.59,50.95,1566.66,1.0983,95.59
2020-02-07,2266.29,1420.325,3327.71,3071.74,3798.49,23827.98,50.32,1570.44,1.0946,95.57
2020-02-08,,,,3072.2,,,,,,
2020-02-09,,,,3072.65,,,,,,
2020-02-10,2269.35,1420.645,3352.09,3072.29,3793.18,23685.98,49.57,1572.15,1.0911,96.64
2020-02-11,2265.87,1424.816,3357.75,3072.72,3825.84,,49.94,1567.89,1.0916,97.37
2020-02-12,2262.11,1426.416,3379.45,3074.08,3854.43,23861.21,51.17,1566.06,1.0874,97.95
2020-02-13,2263.56,1427.154,3373.94,3074.44,3846.74,23827.73,51.42,1576.0,1.0841,98.54
2020-02-14,2266.91,1427.345,3380.16,3075.28,3840.97,23687.59,52.05,1584.06,1.0831,99.56
2020-02-15,,,,3075.73,,,,,,
2020-02-16,,,,3076.18,,,,,,
2020-02-17,,1428.066,,3076.64,3853.27,23523.24,,1581.13,1.0836,
2020-02-18,2270.76,1427.358,3370.29,3076.81,3836.54,23193.8,52.05,1601.61,1.0792,99.45
2020-02-19,2269.42,1428.901,3386.15,3077.34,3865.18,23400.7,53.29,1611.7,1.0805,98.11
2020-02-20,2273.82,1429.077,3373.23,3078.22,3822.98,23479.15,53.78,1619.56,1.0785,99.28
2020-02-21,2279.91,1428.237,3337.75,3078.62,3800.38,23386.74,53.38,1643.41,1.0847,99.57
2020-02-22,,,,3079.07,,,,,,
2020-02-23,,,,3079.53,,,,,,
2020-02-24,2287.94,1417.918,3225.89,3074.32,3647.98,,51.43,1659.38,1.0854,98.21
2020-02-25,2292.14,1414.544,3128.21,3072.67,3572.51,22605.41,49.9,1635.14,1.0882,95.55
2020-02-26,2293.36,1411.769,3116.39,3066.11,3577.68,22426.19,48.73,1640.96,1.0881,94.52
2020-02-27,2292.49,1399.113,2978.76,3052.74,3455.92,21948.23,47.09,1645.01,1.1001,89.49
2020-02-28,2308.64,1389.093,2954.22,3032.1,3329.49,21142.96,44.76,1585.69,1.1026,87.33
2020-02-29,,1389.571,,3032.56,,,,,,
2020-03-01,,,,3033.01,,,,,,
2020-03-02,2311.84,1396.034,3090.23,3024.96,3338.83,21344.08,46.75,1589.44,1.1134,91.06
2020-03-03,2318.97,1404.365,3003.37,3032.01,3371.97,21082.73,47.18,1640.9,1.1173,90.85
2020-03-04,2322.11,1411.606,3130.12,3033.48,3420.56,21100.06,46.78,1636.93,1.1136,94.28
2020-03-05,2328.0,1403.197,3023.94,3023.15,3363.58,21329.12,45.9,1672.23,1.1237,92.26
2020-03-06,2352.02,1383.25,2972.37,3000.44,3232.07,20749.75,41.28,1673.83,1.1284,90.67
2020-03-07,,,,3000.89,,,,,,
2020-03-08,,,,3001.34,,,,,,
2020-03-09,2359.95,1333.309,2746.56,2919.26,2959.07,19698.76,31.13,1680.47,1.145,83.68
2020-03-10,2324.35,1337.706,2882.23,2933.62,2910.02,19867.12,34.36,1649.4,1.1281,86.54
2020-03-11,2310.54,1321.698,2741.38,2908.59,2905.56,19416.06,32.98,1635.04,1.127,81.34
2020-03-12,2291.79,1278.047,2480.64,2818.87,2545.23,18559.63,31.5,1576.15,1.1185,73.1
2020-03-13,2277.54,1282.366,2711.02,2824.6,2586.02,17431.05,31.73,1529.83,1.1107,79.48
2020-03-14,,,,2825.04,,,,,,
2020-03-15,,,,2825.49,,,,,,
2020-03-16,2297.36,1237.614,2386.13,2738.66,2450.37,17002.04,28.7,1514.1,1.1183,65.39
2020-03-17,2264.0,1226.309,2529.19,2705.48,2530.5,17011.53,26.95,1528.3,1.0997,69.17
2020-03-18,2217.24,1183.484,2398.1,2604.17,2385.82,16726.55,20.37,1486.05,1.0915,62.59
2020-03-19,2211.31,1152.975,2409.39,2509.13,2454.08,16552.83,25.22,1471.24,1.0692,62.81
2020-03-20,2225.32,1147.083,2304.92,2509.03,2548.5,,22.43,1498.65,1.0688,59.68
2020-03-21,,,,2509.47,,,,,,
2020-03-22,,,,2509.92,,,,,,
2020-03-23,2248.08,1121.206,2237.4,2442.65,2485.54,16887.78,23.36,1553.23,1.0726,56.91
2020-03-24,2255.43,1132.921,2447.33,2446.87,2715.11,18092.35,24.01,1632.32,1.0788,62.03
2020-03-25,2262.99,1152.686,2475.56,2497.12,2800.14,19546.63,24.49,1616.9,1.0882,65.37
2020-03-26,2274.52,1191.626,2630.07,2580.37,2847.78,18664.6,22.6,1631.34,1.1032,69.98
2020-03-27,2284.4,1208.838,2541.47,2583.64,2728.65,19389.43,21.51,1628.16,1.1141,70.05
2020-03-28,,,,2584.08,,,,,,
2020-03-29,,,,2584.52,,,,,,
2020-03-30,2297.24,1218.436,2626.65,2605.15,2765.62,19084.97,20.09,1622.51,1.1048,71.58
2020-03-31,2295.05,1226.174,2584.59,2657.42,2786.9,18917.01,20.48,1577.18,1.1031,69.85
2020-04-01,2297.47,1210.31,2470.5,2647.19,2680.3,18065.41,20.31,1591.51,1.0964,65.26
2020-04-02,2298.95,1206.531,2526.9,2652.27,2688.49,17818.72,25.32,1613.99,1.0858,65.48
2020-04-03,2301.09,1196.355,2488.65,2657.29,2662.99,17820.19,28.34,1620.81,1.0801,64.53
2020-04-04,,,,2657.7,,,,,,
2020-04-05,,,,2658.12,,,,,,
2020-04-06,2297.54,1201.002,2663.68,2676.07,2795.97,18576.3,26.08,1660.97,1.0793,69.31
2020-04-07,2298.23,1216.869,2659.41,2697.88,2857.67,18950.18,23.63,1647.72,1.0892,69.95
2020-04-08,2300.47,1220.847,2749.98,2715.38,2851.27,19353.24,25.09,1646.14,1.0858,74.72
2020-04-09,2314.27,1259.475,2789.82,2744.71,2892.79,19345.77,22.76,1683.73,1.093,78.91
2020-04-10,,,,2746.05,,19498.5,,1696.65,1.0937,
2020-04-11,,,,2746.46,,,,,,
2020-04-12,,,,2746.86,,,,,,
2020-04-13,2318.35,1276.517,2761.63,2772.39,,19043.4,22.41,1715.34,1.0914,75.59
2020-04-14,2320.84,1289.409,2846.06,2783.7,2917.74,19638.81,20.11,1726.97,1.098,77.71
2020-04-15,2331.92,1282.512,2783.36,2780.79,2808.2,19550.09,19.87,1717.03,1.091,74.63
2020-04-16,2335.98,1283.498,2799.55,2784.78,2812.35,19290.2,19.87,1717.7,1.084,73.78
2020-04-17,2330.43,1291.958,2874.56,2798.07,2888.3,19897.26,18.27,1682.82,1.0875,76.11
2020-04-18,,,,2798.48,,,,,,
2020-04-19,,,,2798.89,,,,,,
2020-04-20,2331.72,1286.054,2823.16,2793.01,2909.5,19669.12,-37.63,1695.65,1.0862,73.28
2020-04-21,2335.38,1269.973,2736.56,2778.74,2791.34,19280.78,10.01,1686.2,1.0858,71.95
2020-04-22,2332.57,1270.094,2799.31,2779.73,2834.9,19137.95,13.78,1714.08,1.0823,73.05
2020-04-23,2335.06,1268.632,2797.8,2779.81,2852.46,19429.44,16.5,1730.51,1.0777,72.44
2020-04-24,2336.01,1262.533,2836.74,2777.76,2809.07,19262.0,16.94,1729.6,1.0823,72.75
2020-04-25,,,,2778.17,,,,,,
2020-04-26,,,,2778.58,,,,,,
2020-04-27,2329.4,1261.545,2878.48,2772.93,2882.09,19783.22,12.78,1713.99,1.0829,75.24
2020-04-28,2335.05,1263.145,2863.39,2770.84,2932.06,19771.19,12.34,1707.79,1.082,75.86
2020-04-29,2335.43,1268.684,2939.51,2773.97,2996.08,,15.06,1713.41,1.0873,77.0
2020-04-30,2335.85,1272.773,2912.43,2777.05,2927.93,20193.69,18.84,1686.5,1.0955,76.11
2020-05-01,2333.13,1269.224,2830.71,2773.38,2927.93,19619.35,19.78,1700.42,1.0981,73.54
2020-05-02,,,,2773.79,,,,,,
2020-05-03,,,,2774.2,,,,,,
2020-05-04,2332.06,1267.259,2842.74,2767.57,2816.48,,20.39,1702.07,1.0907,73.18
2020-05-05,2330.31,1274.823,2868.44,2772.29,2875.91,,24.56,1705.92,1.084,73.54
2020-05-06,2323.15,1276.313,2848.42,2776.91,2843.76,,23.99,1685.71,1.0795,72.22
2020-05-07,2332.19,1279.229,2881.19,2784.51,2880.6,19674.77,23.55,1716.06,1.0834,73.25
2020-05-08,2325.47,1281.574,2929.8,2792.3,2908.11,20179.09,24.74,1702.7,1.0839,74.99
2020-05-09,,,,2792.69,,,,,,
2020-05-10,,,,2793.09,,,,,,
2020-05-11,2318.34,1281.51,2930.32,2795.78,2883.75,20390.66,24.14,1697.93,1.0807,73.9
2020-05-12,2324.53,1287.558,2870.12,2802.26,2884.2,20366.48,25.78,1702.7,1.0848,70.54
2020-05-13,2328.6,1281.538,2820.0,2805.41,2810.55,20267.05,25.29,1716.28,1.0818,68.83
2020-05-14,2333.1,1273.058,2852.5,2798.69,2760.23,19914.78,27.56,1730.3,1.0805,69.07
2020-05-15,2333.18,1272.208,2863.7,2796.09,2770.7,20037.47,29.43,1743.67,1.082,68.8
2020-05-16,,,,2796.48,,,,,,
2020-05-17,,,,2796.87,,,,,,
2020-05-18,2325.9,1286.815,2953.91,2805.37,2911.88,20133.73,31.82,1732.55,1.0913,72.87
2020-05-19,2331.45,1290.772,2922.94,2811.11,2902.58,20433.45,32.5,1745.05,1.0923,71.89
2020-05-20,2339.13,1300.52,2971.61,2818.69,2942.39,20595.15,33.49,1748.18,1.098,72.53
2020-05-21,2340.13,1305.176,2948.51,2827.09,2904.98,20552.31,33.92,1727.0,1.095,72.59
2020-05-22,2341.41,1306.932,2955.45,2832.07,2905.47,20388.16,33.25,1734.68,1.0901,73.57
2020-05-23,,,,2832.46,,,,,,
2020-05-24,,,,2832.85,,,,,,
2020-05-25,,1307.607,,2833.24,2971.35,20741.65,,1731.95,1.0898,
2020-05-26,2339.08,1320.737,2991.77,2845.78,2999.22,21271.17,34.35,1710.58,1.0982,76.32
2020-05-27,2341.38,1325.935,3036.13,2860.53,3051.08,21419.23,32.81,1709.47,1.1006,77.84
2020-05-28,2339.31,1331.761,3029.73,2874.35,3094.47,21916.31,33.71,1718.33,1.1077,78.21
2020-05-29,2346.72,1330.753,3044.31,2881.68,3050.2,21877.89,35.49,1730.27,1.1101,77.43
2020-05-30,,,,2882.06,,,,,,
2020-05-31,,1330.985,,2882.46,,,,,,
2020-06-01,2345.27,1334.902,3055.73,2887.11,3077.92,22062.39,35.44,1739.55,1.1136,79.22
2020-06-02,2345.65,1345.309,3080.82,2894.78,3159.02,22325.61,36.81,1727.7,1.117,79.86
